Date,Lloyds_Close
28/09/2009,103.75
29/09/2009,104.8
30/09/2009,103.7
01/10/2009,99.23
02/10/2009,94.75
05/10/2009,94.96
06/10/2009,96.5
07/10/2009,95.66
08/10/2009,94.31
09/10/2009,94.0
12/10/2009,91.61
13/10/2009,89.72
14/10/2009,93.06
15/10/2009,91.41
16/10/2009,93.1
19/10/2009,92.0
20/10/2009,91.35
21/10/2009,91.5
22/10/2009,94.8
23/10/2009,96.23
26/10/2009,89.34
27/10/2009,83.84
28/10/2009,80.0
29/10/2009,86.0
30/10/2009,87.03
02/11/2009,85.0
03/11/2009,87.33
04/11/2009,86.29
05/11/2009,82.99
06/11/2009,84.8
09/11/2009,85.22
10/11/2009,85.21
11/11/2009,89.25
12/11/2009,90.0
13/11/2009,89.85
16/11/2009,90.49
17/11/2009,91.0
18/11/2009,89.56
19/11/2009,89.94
20/11/2009,88.15
23/11/2009,91.47
24/11/2009,93.81
25/11/2009,94.25
27/11/2009,58.6
30/11/2009,55.15
01/12/2009,54.14
02/12/2009,53.1
03/12/2009,55.45
04/12/2009,56.0
07/12/2009,53.69
08/12/2009,53.77
09/12/2009,54.69
10/12/2009,58.22
11/12/2009,56.22
14/12/2009,55.16
15/12/2009,55.35
16/12/2009,55.58
17/12/2009,51.1
18/12/2009,48.7
21/12/2009,49.25
22/12/2009,49.25
23/12/2009,49.11
24/12/2009,49.27
29/12/2009,50.07
30/12/2009,49.84
31/12/2009,50.69
04/01/2010,52.26
05/01/2010,54.03
06/01/2010,54.59
07/01/2010,56.93
08/01/2010,56.9
11/01/2010,56.13
12/01/2010,55.97
13/01/2010,56.0
14/01/2010,57.5
15/01/2010,56.78
19/01/2010,57.07
20/01/2010,56.5
21/01/2010,53.3
22/01/2010,53.6
25/01/2010,52.92
26/01/2010,51.71
27/01/2010,50.84
28/01/2010,50.75
29/01/2010,51.2
01/02/2010,52.9
02/02/2010,54.25
03/02/2010,55.0
04/02/2010,51.25
05/02/2010,48.32
08/02/2010,47.2
09/02/2010,48.2
10/02/2010,50.0
11/02/2010,48.15
12/02/2010,46.59
16/02/2010,49.0
17/02/2010,50.57
18/02/2010,50.68
19/02/2010,50.52
22/02/2010,51.67
23/02/2010,51.73
24/02/2010,53.49
25/02/2010,54.9
26/02/2010,52.5
01/03/2010,50.26
02/03/2010,51.41
03/03/2010,52.78
04/03/2010,53.89
05/03/2010,54.0
08/03/2010,53.65
09/03/2010,53.18
10/03/2010,55.26
11/03/2010,56.54
12/03/2010,58.47
15/03/2010,57.57
16/03/2010,57.5
17/03/2010,57.37
18/03/2010,55.55
19/03/2010,60.13
22/03/2010,61.1
23/03/2010,63.0
24/03/2010,64.2
25/03/2010,64.91
26/03/2010,64.05
29/03/2010,63.25
30/03/2010,61.36
31/03/2010,62.77
01/04/2010,64.16
06/04/2010,64.49
07/04/2010,64.46
08/04/2010,62.56
09/04/2010,64.09
12/04/2010,64.53
13/04/2010,63.63
14/04/2010,64.55
15/04/2010,65.42
16/04/2010,64.7
19/04/2010,65.42
20/04/2010,67.22
21/04/2010,67.18
22/04/2010,66.48
23/04/2010,68.48
26/04/2010,70.24
27/04/2010,68.17
28/04/2010,67.17
29/04/2010,68.0
30/04/2010,66.13
04/05/2010,61.24
05/05/2010,60.1
06/05/2010,56.64
07/05/2010,53.53
10/05/2010,61.0
11/05/2010,60.3
12/05/2010,59.51
13/05/2010,60.55
14/05/2010,57.68
17/05/2010,57.3
18/05/2010,58.15
19/05/2010,56.32
20/05/2010,54.9
21/05/2010,55.8
24/05/2010,55.47
25/05/2010,50.52
26/05/2010,53.91
27/05/2010,56.9
28/05/2010,56.62
01/06/2010,57.41
02/06/2010,55.89
03/06/2010,57.3
04/06/2010,55.44
07/06/2010,53.96
08/06/2010,51.76
09/06/2010,53.47
10/06/2010,55.91
11/06/2010,54.33
14/06/2010,54.9
15/06/2010,55.45
16/06/2010,55.63
17/06/2010,57.19
18/06/2010,56.32
21/06/2010,56.66
22/06/2010,59.0
23/06/2010,58.7
24/06/2010,56.31
25/06/2010,54.2
28/06/2010,55.41
29/06/2010,53.81
30/06/2010,53.7
01/07/2010,52.21
02/07/2010,54.7
06/07/2010,56.96
07/07/2010,58.19
08/07/2010,60.7
09/07/2010,61.71
12/07/2010,62.26
13/07/2010,63.89
14/07/2010,63.0
15/07/2010,61.9
16/07/2010,59.61
19/07/2010,59.27
20/07/2010,59.84
21/07/2010,61.01
22/07/2010,63.58
23/07/2010,63.52
26/07/2010,66.0
27/07/2010,71.8
29/07/2010,68.91
30/07/2010,69.26
02/08/2010,72.44
03/08/2010,71.92
04/08/2010,74.49
05/08/2010,76.03
06/08/2010,73.72
09/08/2010,74.98
10/08/2010,75.12
11/08/2010,70.03
12/08/2010,70.69
13/08/2010,70.24
16/08/2010,69.41
17/08/2010,70.69
18/08/2010,70.63
19/08/2010,70.09
20/08/2010,69.29
23/08/2010,69.64
24/08/2010,67.41
25/08/2010,66.0
26/08/2010,67.88
27/08/2010,68.63
31/08/2010,69.49
01/09/2010,71.48
02/09/2010,72.12
03/09/2010,72.72
07/09/2010,72.51
08/09/2010,72.32
09/09/2010,74.67
10/09/2010,75.62
13/09/2010,77.61
14/09/2010,77.14
15/09/2010,77.34
16/09/2010,76.32
17/09/2010,75.34
20/09/2010,77.41
21/09/2010,76.9
22/09/2010,75.85
23/09/2010,75.09
24/09/2010,76.65
27/09/2010,75.84
28/09/2010,75.25
29/09/2010,74.3
30/09/2010,74.12
01/10/2010,73.5
04/10/2010,73.33
05/10/2010,75.67
06/10/2010,76.39
07/10/2010,73.9
08/10/2010,73.4
11/10/2010,73.8
12/10/2010,72.65
13/10/2010,72.6
14/10/2010,70.47
15/10/2010,70.18
18/10/2010,72.2
19/10/2010,70.5
20/10/2010,70.3
21/10/2010,70.36
22/10/2010,71.85
25/10/2010,68.0
26/10/2010,67.99
27/10/2010,69.12
28/10/2010,67.9
29/10/2010,68.94
01/11/2010,69.6
02/11/2010,67.39
03/11/2010,69.2
04/11/2010,70.25
05/11/2010,69.81
08/11/2010,68.63
09/11/2010,68.48
10/11/2010,67.59
11/11/2010,68.59
12/11/2010,69.57
15/11/2010,69.87
16/11/2010,66.6
17/11/2010,66.4
18/11/2010,67.79
19/11/2010,66.72
22/11/2010,63.93
23/11/2010,63.35
24/11/2010,64.38
26/11/2010,61.85
29/11/2010,60.54
30/11/2010,60.41
01/12/2010,64.05
02/12/2010,66.56
03/12/2010,66.37
06/12/2010,66.1
07/12/2010,66.7
08/12/2010,67.65
09/12/2010,68.28
10/12/2010,68.4
13/12/2010,68.82
14/12/2010,69.34
15/12/2010,68.51
16/12/2010,68.96
17/12/2010,66.5
20/12/2010,66.87
21/12/2010,68.49
22/12/2010,68.95
23/12/2010,68.52
29/12/2010,67.64
30/12/2010,66.98
31/12/2010,65.7
04/01/2011,67.84
05/01/2011,68.53
06/01/2011,67.25
07/01/2011,66.43
10/01/2011,65.19
11/01/2011,66.18
12/01/2011,67.71
13/01/2011,68.53
14/01/2011,69.61
18/01/2011,67.81
19/01/2011,66.21
20/01/2011,66.81
21/01/2011,67.37
24/01/2011,65.05
25/01/2011,63.15
26/01/2011,63.01
27/01/2011,63.45
28/01/2011,61.9
31/01/2011,63.18
01/02/2011,64.43
02/02/2011,64.36
03/02/2011,63.0
04/02/2011,63.73
07/02/2011,64.57
08/02/2011,65.95
09/02/2011,65.44
10/02/2011,65.8
11/02/2011,66.84
14/02/2011,65.7
15/02/2011,66.88
16/02/2011,67.19
17/02/2011,69.17
18/02/2011,69.3
22/02/2011,66.29
23/02/2011,66.29
24/02/2011,65.78
25/02/2011,62.85
28/02/2011,61.96
01/03/2011,61.75
02/03/2011,62.73
03/03/2011,62.88
04/03/2011,62.12
07/03/2011,61.01
08/03/2011,61.52
09/03/2011,61.39
10/03/2011,60.56
11/03/2011,61.18
14/03/2011,60.63
15/03/2011,60.38
16/03/2011,59.45
17/03/2011,59.37
18/03/2011,59.75
21/03/2011,60.75
22/03/2011,61.16
23/03/2011,60.24
24/03/2011,60.35
25/03/2011,60.09
28/03/2011,60.6
29/03/2011,60.21
30/03/2011,58.55
31/03/2011,58.09
01/04/2011,61.0
04/04/2011,60.32
05/04/2011,59.62
06/04/2011,61.96
07/04/2011,61.86
08/04/2011,62.16
11/04/2011,62.36
12/04/2011,60.32
13/04/2011,60.68
14/04/2011,60.0
15/04/2011,60.11
18/04/2011,58.83
19/04/2011,58.38
20/04/2011,59.09
21/04/2011,59.9
26/04/2011,60.39
27/04/2011,59.79
28/04/2011,59.25
03/05/2011,58.86
04/05/2011,58.02
05/05/2011,53.38
06/05/2011,54.0
09/05/2011,53.58
10/05/2011,54.58
11/05/2011,54.54
12/05/2011,55.0
13/05/2011,54.7
16/05/2011,54.6
17/05/2011,53.74
18/05/2011,53.61
19/05/2011,53.13
20/05/2011,51.61
23/05/2011,50.87
24/05/2011,49.74
25/05/2011,50.74
26/05/2011,51.32
27/05/2011,52.76
31/05/2011,52.0
01/06/2011,50.01
02/06/2011,48.5
03/06/2011,48.74
06/06/2011,46.9
07/06/2011,47.61
08/06/2011,48.68
09/06/2011,47.82
10/06/2011,47.0
13/06/2011,47.64
14/06/2011,48.55
15/06/2011,47.69
16/06/2011,48.05
17/06/2011,48.39
20/06/2011,47.16
21/06/2011,47.31
22/06/2011,47.0
23/06/2011,45.27
24/06/2011,43.4
27/06/2011,43.4
28/06/2011,44.17
29/06/2011,44.66
30/06/2011,49.0
01/07/2011,50.81
05/07/2011,48.78
06/07/2011,47.75
07/07/2011,48.27
08/07/2011,46.56
11/07/2011,44.85
12/07/2011,43.87
13/07/2011,44.4
14/07/2011,45.82
15/07/2011,44.69
18/07/2011,41.35
19/07/2011,43.14
20/07/2011,44.91
21/07/2011,47.56
22/07/2011,47.13
25/07/2011,45.1
26/07/2011,45.17
27/07/2011,43.24
28/07/2011,45.0
29/07/2011,43.35
01/08/2011,41.19
02/08/2011,39.95
03/08/2011,38.96
04/08/2011,34.99
05/08/2011,34.99
08/08/2011,32.81
09/08/2011,32.12
10/08/2011,30.85
11/08/2011,32.21
12/08/2011,33.82
15/08/2011,33.23
16/08/2011,33.26
17/08/2011,32.85
18/08/2011,29.81
19/08/2011,28.38
22/08/2011,27.56
23/08/2011,28.3
24/08/2011,30.11
25/08/2011,30.99
26/08/2011,29.72
30/08/2011,32.03
31/08/2011,33.6
01/09/2011,35.67
02/09/2011,33.12
06/09/2011,30.75
07/09/2011,32.73
08/09/2011,32.9
09/09/2011,31.04
12/09/2011,30.56
13/09/2011,31.83
14/09/2011,33.5
15/09/2011,35.91
16/09/2011,35.81
19/09/2011,33.42
20/09/2011,34.23
21/09/2011,36.16
22/09/2011,32.51
23/09/2011,34.15
26/09/2011,35.23
27/09/2011,37.02
28/09/2011,36.13
29/09/2011,36.49
30/09/2011,34.87
03/10/2011,33.46
04/10/2011,31.8
05/10/2011,33.0
06/10/2011,35.87
07/10/2011,34.66
10/10/2011,35.7
11/10/2011,36.28
12/10/2011,36.25
13/10/2011,34.26
14/10/2011,33.25
17/10/2011,32.42
18/10/2011,32.06
19/10/2011,33.15
20/10/2011,31.65
21/10/2011,32.87
24/10/2011,34.6
25/10/2011,34.98
26/10/2011,34.25
27/10/2011,37.07
28/10/2011,35.15
31/10/2011,32.5
01/11/2011,30.56
02/11/2011,29.21
03/11/2011,28.9
04/11/2011,28.57
07/11/2011,27.69
08/11/2011,28.9
09/11/2011,27.53
10/11/2011,27.17
11/11/2011,28.84
14/11/2011,28.38
15/11/2011,27.3
16/11/2011,26.94
17/11/2011,25.71
18/11/2011,25.2
21/11/2011,23.42
22/11/2011,22.39
23/11/2011,21.84
25/11/2011,23.19
28/11/2011,23.68
29/11/2011,23.18
30/11/2011,24.83
01/12/2011,24.0
02/12/2011,25.39
05/12/2011,27.0
06/12/2011,27.1
07/12/2011,27.09
08/12/2011,25.08
09/12/2011,26.72
12/12/2011,24.43
13/12/2011,24.72
14/12/2011,24.07
15/12/2011,24.08
16/12/2011,24.5
19/12/2011,23.47
20/12/2011,23.62
21/12/2011,24.94
22/12/2011,25.85
23/12/2011,25.69
28/12/2011,25.02
29/12/2011,25.48
30/12/2011,25.91
03/01/2012,27.04
04/01/2012,26.6
05/01/2012,26.35
06/01/2012,27.11
09/01/2012,26.19
10/01/2012,27.31
11/01/2012,28.17
12/01/2012,29.15
13/01/2012,29.5
17/01/2012,29.54
18/01/2012,29.59
19/01/2012,32.27
20/01/2012,32.66
23/01/2012,32.59
24/01/2012,31.68
25/01/2012,30.93
26/01/2012,32.83
27/01/2012,32.43
30/01/2012,31.09
31/01/2012,30.62
01/02/2012,32.2
02/02/2012,32.73
03/02/2012,34.39
06/02/2012,35.3
07/02/2012,35.27
08/02/2012,35.79
09/02/2012,35.59
10/02/2012,34.49
13/02/2012,35.3
14/02/2012,34.29
15/02/2012,33.93
16/02/2012,34.39
17/02/2012,35.46
21/02/2012,35.75
22/02/2012,35.42
23/02/2012,36.58
24/02/2012,35.73
27/02/2012,34.9
28/02/2012,34.84
29/02/2012,34.94
01/03/2012,34.78
02/03/2012,35.64
05/03/2012,35.55
06/03/2012,34.16
07/03/2012,34.26
08/03/2012,34.35
09/03/2012,34.35
12/03/2012,33.67
13/03/2012,34.61
14/03/2012,35.46
15/03/2012,36.46
16/03/2012,37.5
19/03/2012,37.32
20/03/2012,36.19
21/03/2012,35.87
22/03/2012,35.25
23/03/2012,35.98
26/03/2012,35.54
27/03/2012,34.83
28/03/2012,34.44
29/03/2012,33.43
30/03/2012,33.61
02/04/2012,33.58
03/04/2012,32.68
04/04/2012,31.89
05/04/2012,31.38
10/04/2012,29.8
11/04/2012,30.59
12/04/2012,31.92
13/04/2012,30.76
16/04/2012,29.71
17/04/2012,30.95
18/04/2012,29.97
19/04/2012,29.29
20/04/2012,30.1
23/04/2012,29.39
24/04/2012,30.35
25/04/2012,30.5
26/04/2012,31.48
27/04/2012,31.19
30/04/2012,31.01
01/05/2012,33.6
02/05/2012,32.08
03/05/2012,31.65
04/05/2012,32.62
08/05/2012,31.08
09/05/2012,29.91
10/05/2012,31.2
11/05/2012,31.09
14/05/2012,29.38
15/05/2012,28.86
16/05/2012,28.67
17/05/2012,27.65
18/05/2012,25.95
21/05/2012,26.42
22/05/2012,27.62
23/05/2012,26.52
24/05/2012,26.91
25/05/2012,25.8
29/05/2012,25.9
30/05/2012,25.3
31/05/2012,25.38
01/06/2012,25.72
06/06/2012,27.05
07/06/2012,28.0
08/06/2012,28.01
11/06/2012,28.5
12/06/2012,29.16
13/06/2012,29.63
14/06/2012,29.75
15/06/2012,31.3
18/06/2012,30.16
19/06/2012,30.9
20/06/2012,31.2
21/06/2012,31.2
22/06/2012,31.39
25/06/2012,30.41
26/06/2012,30.1
27/06/2012,31.16
28/06/2012,29.94
29/06/2012,31.1
02/07/2012,31.49
03/07/2012,31.81
05/07/2012,30.82
06/07/2012,30.3
09/07/2012,30.19
10/07/2012,30.74
11/07/2012,30.45
12/07/2012,30.17
13/07/2012,30.2
16/07/2012,29.9
17/07/2012,29.86
18/07/2012,29.78
19/07/2012,30.24
20/07/2012,29.94
23/07/2012,29.29
24/07/2012,28.76
25/07/2012,29.29
26/07/2012,29.14
27/07/2012,30.21
30/07/2012,31.09
31/07/2012,30.36
01/08/2012,30.7
02/08/2012,29.39
03/08/2012,30.61
06/08/2012,31.36
07/08/2012,31.68
08/08/2012,31.56
09/08/2012,31.6
10/08/2012,31.38
13/08/2012,31.64
14/08/2012,31.88
15/08/2012,31.96
16/08/2012,32.99
17/08/2012,34.22
20/08/2012,34.43
21/08/2012,34.81
22/08/2012,34.59
23/08/2012,34.05
24/08/2012,33.98
28/08/2012,34.05
29/08/2012,33.49
30/08/2012,33.24
31/08/2012,33.31
04/09/2012,32.89
05/09/2012,33.93
06/09/2012,36.2
07/09/2012,37.02
10/09/2012,37.02
11/09/2012,37.07
12/09/2012,38.51
13/09/2012,38.89
14/09/2012,40.01
17/09/2012,39.85
18/09/2012,38.86
19/09/2012,39.5
20/09/2012,39.32
21/09/2012,40.17
24/09/2012,40.08
25/09/2012,40.62
26/09/2012,38.9
27/09/2012,39.23
28/09/2012,38.83
01/10/2012,39.98
02/10/2012,39.03
03/10/2012,38.8
04/10/2012,38.03
05/10/2012,37.81
08/10/2012,37.04
09/10/2012,37.01
10/10/2012,38.48
11/10/2012,39.25
12/10/2012,39.7
15/10/2012,40.32
16/10/2012,42.76
17/10/2012,42.14
18/10/2012,41.87
19/10/2012,40.49
22/10/2012,40.82
23/10/2012,40.29
24/10/2012,40.45
25/10/2012,40.69
26/10/2012,40.47
29/10/2012,40.46
30/10/2012,41.11
31/10/2012,40.58
01/11/2012,43.94
02/11/2012,43.43
05/11/2012,42.85
06/11/2012,44.91
07/11/2012,44.48
08/11/2012,44.0
09/11/2012,43.61
12/11/2012,45.14
13/11/2012,46.52
14/11/2012,46.36
15/11/2012,45.7
16/11/2012,43.98
19/11/2012,45.15
20/11/2012,45.28
21/11/2012,45.74
23/11/2012,46.41
26/11/2012,45.1
27/11/2012,46.42
28/11/2012,45.94
29/11/2012,46.64
30/11/2012,46.5
03/12/2012,45.74
04/12/2012,45.97
05/12/2012,46.29
06/12/2012,46.5
07/12/2012,46.75
10/12/2012,46.72
11/12/2012,46.47
12/12/2012,46.76
13/12/2012,46.68
14/12/2012,46.72
17/12/2012,46.84
18/12/2012,47.14
19/12/2012,49.2
20/12/2012,49.25
21/12/2012,48.33
24/12/2012,48.1
27/12/2012,49.1
28/12/2012,48.69
31/12/2012,47.92
02/01/2013,49.69
03/01/2013,49.71
04/01/2013,49.86
07/01/2013,50.5
08/01/2013,50.86
09/01/2013,53.37
10/01/2013,53.3
11/01/2013,54.04
14/01/2013,54.92
15/01/2013,54.37
16/01/2013,53.01
17/01/2013,53.28
18/01/2013,53.36
22/01/2013,52.82
23/01/2013,52.02
24/01/2013,53.48
25/01/2013,53.45
28/01/2013,53.14
29/01/2013,51.93
30/01/2013,51.04
31/01/2013,51.66
01/02/2013,51.64
04/02/2013,50.66
05/02/2013,51.48
06/02/2013,52.12
07/02/2013,51.89
08/02/2013,52.79
11/02/2013,52.75
12/02/2013,55.45
13/02/2013,55.3
14/02/2013,54.88
15/02/2013,54.66
19/02/2013,55.26
20/02/2013,55.68
21/02/2013,53.97
22/02/2013,54.86
25/02/2013,54.93
26/02/2013,53.14
27/02/2013,53.7
28/02/2013,54.47
01/03/2013,53.25
04/03/2013,51.3
05/03/2013,52.04
06/03/2013,51.02
07/03/2013,49.86
08/03/2013,50.07
11/03/2013,50.0
12/03/2013,50.6
13/03/2013,51.37
14/03/2013,50.76
15/03/2013,50.52
18/03/2013,49.85
19/03/2013,49.41
20/03/2013,49.56
21/03/2013,49.0
22/03/2013,48.63
25/03/2013,47.82
26/03/2013,47.65
27/03/2013,48.7
28/03/2013,48.69
02/04/2013,49.38
03/04/2013,49.09
04/04/2013,48.15
05/04/2013,47.02
08/04/2013,46.31
09/04/2013,47.18
10/04/2013,48.36
11/04/2013,48.68
12/04/2013,48.69
15/04/2013,48.55
16/04/2013,48.35
17/04/2013,48.23
18/04/2013,47.09
19/04/2013,47.49
22/04/2013,49.13
23/04/2013,51.08
24/04/2013,51.95
25/04/2013,53.17
26/04/2013,52.91
29/04/2013,53.5
30/04/2013,54.33
01/05/2013,54.2
02/05/2013,54.26
03/05/2013,54.05
07/05/2013,55.19
08/05/2013,56.08
09/05/2013,58.06
10/05/2013,58.94
13/05/2013,58.09
14/05/2013,58.86
15/05/2013,59.37
16/05/2013,60.91
17/05/2013,62.84
20/05/2013,62.2
21/05/2013,61.53
22/05/2013,62.96
23/05/2013,60.62
24/05/2013,60.08
28/05/2013,61.32
29/05/2013,60.64
30/05/2013,61.8
31/05/2013,62.11
03/06/2013,61.62
04/06/2013,62.56
05/06/2013,62.01
06/06/2013,60.86
07/06/2013,62.32
10/06/2013,61.56
11/06/2013,61.19
12/06/2013,60.37
13/06/2013,61.32
14/06/2013,61.3
17/06/2013,61.3
18/06/2013,62.18
19/06/2013,61.76
20/06/2013,61.23
21/06/2013,61.0
24/06/2013,60.4
25/06/2013,61.24
26/06/2013,62.48
27/06/2013,62.86
28/06/2013,63.16
01/07/2013,64.03
02/07/2013,62.95
03/07/2013,63.38
04/07/2013,65.86
05/07/2013,64.63
08/07/2013,67.1
09/07/2013,66.35
10/07/2013,66.1
11/07/2013,66.25
12/07/2013,67.73
15/07/2013,69.44
16/07/2013,68.75
17/07/2013,70.0
18/07/2013,70.03
19/07/2013,69.25
22/07/2013,69.21
23/07/2013,68.11
24/07/2013,69.14
25/07/2013,68.78
26/07/2013,68.37
29/07/2013,68.7
30/07/2013,67.65
31/07/2013,68.47
01/08/2013,74.0
02/08/2013,73.73
05/08/2013,75.69
06/08/2013,74.26
07/08/2013,73.47
08/08/2013,74.02
09/08/2013,75.11
12/08/2013,75.49
13/08/2013,75.78
14/08/2013,77.14
15/08/2013,75.05
16/08/2013,76.4
19/08/2013,75.0
20/08/2013,73.8
21/08/2013,73.86
22/08/2013,74.64
23/08/2013,74.79
27/08/2013,72.63
28/08/2013,73.89
29/08/2013,73.84
30/08/2013,72.55
02/09/2013,73.32
03/09/2013,72.68
04/09/2013,72.63
05/09/2013,74.77
06/09/2013,75.41
09/09/2013,76.78
10/09/2013,78.0
11/09/2013,75.99
12/09/2013,75.8
13/09/2013,76.61
16/09/2013,77.36
17/09/2013,74.65
18/09/2013,76.25
19/09/2013,76.6
20/09/2013,76.25
23/09/2013,73.91
24/09/2013,74.21
25/09/2013,75.12
26/09/2013,75.0
27/09/2013,74.23
30/09/2013,73.58
01/10/2013,74.64
02/10/2013,74.46
03/10/2013,75.0
04/10/2013,74.91
07/10/2013,74.33
08/10/2013,72.52
09/10/2013,72.92
10/10/2013,74.92
11/10/2013,76.02
14/10/2013,75.66
15/10/2013,76.55
16/10/2013,76.49
17/10/2013,76.79
18/10/2013,76.5
21/10/2013,76.9
22/10/2013,78.12
23/10/2013,77.91
24/10/2013,80.12
25/10/2013,80.37
28/10/2013,79.62
29/10/2013,78.01
30/10/2013,77.67
31/10/2013,77.53
01/11/2013,77.72
04/11/2013,77.04
05/11/2013,75.16
06/11/2013,74.62
07/11/2013,73.87
08/11/2013,75.16
11/11/2013,76.77
12/11/2013,76.15
13/11/2013,74.99
14/11/2013,75.7
15/11/2013,75.38
18/11/2013,76.17
19/11/2013,75.08
20/11/2013,75.02
21/11/2013,75.46
22/11/2013,74.62
25/11/2013,75.4
26/11/2013,75.21
27/11/2013,77.27
28/11/2013,76.87
29/11/2013,77.4
02/12/2013,78.58
03/12/2013,78.0
04/12/2013,76.76
05/12/2013,77.19
06/12/2013,78.24
09/12/2013,78.2
10/12/2013,78.16
11/12/2013,77.38
12/12/2013,75.62
13/12/2013,75.39
16/12/2013,76.63
17/12/2013,76.03
18/12/2013,76.03
19/12/2013,77.5
20/12/2013,77.31
23/12/2013,78.4
24/12/2013,78.2
27/12/2013,78.84
30/12/2013,78.42
31/12/2013,78.88
02/01/2014,79.12
03/01/2014,79.76
06/01/2014,80.11
07/01/2014,82.51
08/01/2014,83.8
09/01/2014,85.26
10/01/2014,83.04
13/01/2014,84.03
14/01/2014,85.33
15/01/2014,86.3
16/01/2014,84.1
17/01/2014,83.52
20/01/2014,83.18
21/01/2014,83.57
22/01/2014,83.03
23/01/2014,83.03
24/01/2014,81.36
27/01/2014,80.4
28/01/2014,82.85
29/01/2014,82.08
30/01/2014,83.55
31/01/2014,83.3
03/02/2014,79.99
04/02/2014,81.05
05/02/2014,81.48
06/02/2014,82.66
07/02/2014,81.8
10/02/2014,82.87
11/02/2014,83.38
12/02/2014,83.53
13/02/2014,81.32
14/02/2014,80.45
17/02/2014,81.76
18/02/2014,82.5
19/02/2014,81.21
20/02/2014,81.13
21/02/2014,80.79
24/02/2014,81.6
25/02/2014,81.23
26/02/2014,80.83
27/02/2014,81.66
28/02/2014,82.53
03/03/2014,81.27
04/03/2014,80.9
05/03/2014,80.73
06/03/2014,81.7
07/03/2014,81.35
10/03/2014,81.5
11/03/2014,81.11
12/03/2014,80.62
13/03/2014,79.55
14/03/2014,78.38
17/03/2014,79.5
18/03/2014,79.71
19/03/2014,79.06
20/03/2014,78.75
21/03/2014,77.37
24/03/2014,78.5
25/03/2014,79.11
26/03/2014,75.2
27/03/2014,75.38
28/03/2014,74.34
31/03/2014,74.65
01/04/2014,75.67
02/04/2014,76.9
03/04/2014,76.18
04/04/2014,77.46
07/04/2014,75.38
08/04/2014,73.9
09/04/2014,74.5
10/04/2014,74.55
11/04/2014,72.97
14/04/2014,72.58
