epoch;loss;lr;val_loss
0;0.017140736379028763;0.0002;0.004183197052374122
1;0.005507636790339118;0.0002;0.00497043487848714
2;0.006105443571529085;0.0002;0.005260623840678652
3;0.006697477014773391;0.0002;0.006001807971518825
4;0.0068891051150962584;0.0002;0.006181148616385392
5;0.007056513406460989;0.0002;0.006162798259703612
6;0.006263988264361877;0.0002;0.006453120657666163
7;0.005202523326561949;0.0002;0.005832913702099838
8;0.005119024615681364;0.0002;0.005290196623801338
9;0.004212513206961382;0.0002;0.004968724058099641
10;0.0038672168205475437;0.0002;0.004524693781687264
11;0.0032367105517770367;0.0002;0.003988574383501228
12;0.002784500532976763;0.0002;0.003682242601908828
13;0.002417320470593585;0.0002;0.003357186248070899
14;0.00208609301998275;0.0002;0.0032479483062078625
15;0.0019793825993736336;0.0002;0.00309887865593985
16;0.0018522765662876484;0.0002;0.0030974372798068957
17;0.0017169199732105303;0.0002;0.003050186193749224
18;0.0016278523398796096;0.0002;0.0030465132579345004
19;0.0015489752544248694;0.0002;0.0029781743389982944
20;0.0014872113570092715;0.0002;0.0030090397323709276
21;0.0014218224154432858;0.0002;0.0030286864083874125
22;0.0013668545053770484;0.0002;0.0030510173058825208
23;0.0013431653420510838;0.0002;0.0030261823230830487
24;0.0013508888616258095;0.0002;0.0029645743571481116
25;0.0014199059159065287;0.0002;0.003140633881478359
26;0.0013647681899652553;0.0002;0.0028175266584598417
27;0.0014346389860024173;0.0002;0.0026148539096042937
28;0.0013737079009591739;0.0002;0.0023260545382403175
29;0.0014902243869080651;0.0002;0.0021990771042923866
30;0.0015060730384807305;0.0002;0.002048579274824905
31;0.0014865863030384104;0.0002;0.0017928318953967062
32;0.001600593824076248;0.0002;0.0016109384576504287
33;0.0016770871890190598;0.0002;0.0015410090464601208
34;0.0015841282864852268;0.0002;0.0015777521908934102
35;0.0018698473331717894;0.0002;0.0012243400792199695
36;0.0018559583253951939;0.0002;0.001097865466859234
37;0.0017362148802633922;0.0002;0.0010015425978053827
38;0.0017453784015962124;0.0002;0.0009600552700496999
39;0.0017119763049685238;0.0002;0.0008966522000264376
40;0.0016327549749622955;0.0002;0.0007939494048927868
41;0.0015541870256525541;0.0002;0.000806371365218762
42;0.0015461697417522232;0.0002;0.0007846445593961769
43;0.0012339729675326671;0.0002;0.0007150015771912877
44;0.0012889514735873026;0.0002;0.0007015771575838285
45;0.0011932237417844136;0.0002;0.0006858753113192506
46;0.0012060114229131935;0.0002;0.0006668116639048094
47;0.001193065081856323;0.0002;0.0006511458513242277
48;0.0012047413722935843;0.0002;0.0006470417262211082
49;0.0011916674574977966;0.0002;0.0006726050527173687
50;0.0011818356729501674;0.0002;0.0006160047872650797
51;0.0012869442590601346;0.0002;0.0006639805152107411
52;0.0011195940504688928;0.0002;0.0006479044231210454
53;0.001149639667169547;0.0002;0.0006421438715320123
54;0.0010797412132003263;0.0002;0.0005968103111875032
55;0.00107385172136479;0.0002;0.0006145013903733343
56;0.0010763860702658922;0.0002;0.0005954779795005875
57;0.0010776491702368016;0.0002;0.0005878239834683799
58;0.001024335049119269;0.0002;0.0006035408712870611
59;0.0010207573839239976;0.0002;0.0005830756105173019
60;0.0010638073466206672;0.0002;0.0005846917948391903
61;0.0010345076079051041;0.0002;0.0005753716475076296
62;0.0009491811231619987;0.0002;0.0005758683414156126
63;0.0008941076493551158;0.0002;0.0005433345775765537
64;0.0008960479919855634;0.0002;0.0005638196244862312
65;0.0008801847029237732;0.0002;0.0005253848440505946
66;0.000866651576998336;0.0002;0.0005354600325517822
67;0.0009481324711419866;0.0002;0.0005202048140001187
68;0.000842905702976037;0.0002;0.0005328209689733657
69;0.0007951417167529242;0.0002;0.0005197039430310145
