epoch;loss;lr;val_loss
0;0.009463832609931638;0.0005;0.009143011723856696
1;0.0062026704053651785;0.0005;0.01155213574053381
2;0.006565807492776633;0.0005;0.012427451612893492
3;0.0047577157139176585;0.0005;0.017923759592866354
4;0.006019056597108507;0.0005;0.01292272508461875
5;0.004513694788555792;0.0005;0.014319610358639196
6;0.003915475724457042;0.0005;0.012011727826161818
7;0.004087482856501416;0.0005;0.012019744658821517
8;0.003681426543510494;0.0005;0.012033941676649689
9;0.0035919380090688627;0.0005;0.011648526272355493
10;0.003339098658863861;0.0005;0.010911843877031722
11;0.0034177964689130333;0.0005;0.009655962785473093
12;0.0032889489988173117;0.0005;0.009483591597844761
13;0.0031280803332442296;0.0005;0.008402224995238199
14;0.002940370735226757;0.0005;0.007698676638855514
15;0.002872945964137085;0.0005;0.008331964615287936
16;0.0032427857481831038;0.0005;0.0077971483988221735
17;0.0028681620184951807;0.0005;0.006964201991319318
18;0.0029312060606404996;0.0005;0.006611703828887336
19;0.0027864725444038266;0.0005;0.006388634078162299
20;0.0028444288003146067;0.0005;0.0059156383927488196
21;0.002533864414279534;0.0005;0.005912112069464373
22;0.002511808954918547;0.0005;0.00572082172518342
23;0.0025099825106311142;0.0005;0.005568153482851234
24;0.0024307420785749036;0.0005;0.0055091999291273005
25;0.0024256753551335246;0.0005;0.005270047526044602
26;0.002406198850285682;0.0005;0.005280321096175943
27;0.0022348430834833806;0.0005;0.005338882440066134
28;0.0022353028173283003;0.0005;0.005325983244057914
29;0.0021684321102410815;0.0005;0.005073918746678497
30;0.0021140472596540235;0.0005;0.005295609044630758
31;0.0022261943550352806;0.0005;0.004843503040981225
32;0.0021360117439515815;0.0005;0.004580466230188243
33;0.0022578712515188707;0.0005;0.004889829420294104
34;0.002192709369155495;0.0005;0.004939874258442697
35;0.0022335303105923063;0.0005;0.004697095028611578
36;0.002177132159160769;0.0005;0.004773513223467903
37;0.0021730485690009313;0.0005;0.004569883505940776
38;0.0021299944967683765;0.0005;0.004578769315478646
39;0.002125591758646774;0.0005;0.0043061913509683854
40;0.002147538430947115;0.0005;0.004250856773896058
41;0.002156154632863701;0.0005;0.004038145928379064
42;0.0021345623157798866;0.0005;0.003893506255487657
43;0.0020565544221104494;0.0005;0.0037424526328157463
44;0.001992622468528131;0.0005;0.003975610488189638
45;0.0020839036763953735;0.0005;0.0036788159632124007
46;0.0021303703431819173;0.0005;0.003679108284731311
47;0.00207483605526982;0.0005;0.003036052864362401
48;0.0019431322577938524;0.0005;0.003513411613477563
49;0.0020961194892109513;0.0005;0.0029622940769927068
50;0.0020532774694122604;0.0005;0.002684350244552744
51;0.0019226058391701966;0.0005;0.0025588723550423642
52;0.00198563397680826;0.0005;0.002718290806197646
53;0.0018988714629516064;0.0005;0.0024656826175156643
54;0.001955241824415103;0.0005;0.0025795877815901554
55;0.0018993508272735467;0.0005;0.0023627239438197153
56;0.0018977422701151397;0.0005;0.0020414329099532388
57;0.001916589142468392;0.0005;0.0017717709521424365
58;0.0018186056769021754;0.0005;0.0019289416827219115
59;0.0018276667058402636;0.0005;0.001843160864981738
60;0.001733121914125015;0.0005;0.0016451936786655676
61;0.001767852631486329;0.0005;0.001726704609940167
62;0.0018007227614637942;0.0005;0.0018010589185657657
63;0.0016813119130520736;0.0005;0.001922127012883059
64;0.0016842622367451367;0.0005;0.001982698433990167
65;0.001768735609993933;0.0005;0.0018356991190971298
66;0.0016969688909838577;0.0005;0.0019128200060963122
67;0.0016965495067121324;0.0005;0.0021420739371520044
68;0.0018176585685005158;0.0005;0.002350813279256479
69;0.001831579443831939;0.0005;0.0019241696149534123
70;0.0018694311831552346;0.0005;0.0024828502381834287
71;0.001836845872548666;0.0005;0.0019284219465176152
72;0.001692320985365333;0.0005;0.0019174494955223054
73;0.0017652578335047016;0.0005;0.0018252144271338527
74;0.001742917640385642;0.0005;0.002521838152791712
75;0.0017063210801908145;0.0005;0.0018626392689343033
76;0.001861026150931818;0.0005;0.0023344053294170985
77;0.0017925317498632427;0.0005;0.0016528742483139715
78;0.0017865060586056488;0.0005;0.0017536642580208454
79;0.0017290967052298733;0.0005;0.0019751346646278926
80;0.0016308283206376208;0.0005;0.0024307009629079735
81;0.001705279663261316;0.0005;0.0016970711109355432
82;0.0016459994136305083;0.0005;0.0016108344875233756
83;0.0016230443693653967;0.0005;0.0022153372886929324
84;0.0017232039053462344;0.0005;0.0019499982815680348
85;0.0017690900532014175;0.0005;0.001617030781662007
86;0.001655875995767879;0.0005;0.0018040920443705875
87;0.0016222279037553672;0.0005;0.0015292477076979014
88;0.0015801210759310885;0.0005;0.0015096528950380161
89;0.0015773530860371699;0.0005;0.001606448265110058
90;0.0014806454415761065;0.0005;0.0017094069864304568
91;0.00151501500690066;0.0005;0.001809555000032891
92;0.0016039283247438081;0.0005;0.00261966141723943
93;0.0016477494472266331;0.0005;0.0014290655209069055
94;0.0015186083088366221;0.0005;0.00165761185714721
95;0.0015337733792617613;0.0005;0.0013439731899945234
96;0.0014732582774330365;0.0005;0.0017705247512574053
97;0.0015411640581736478;0.0005;0.001454519752190787
98;0.0013490456603974799;0.0005;0.0015135169748894193
99;0.0014048907512858699;0.0005;0.0013448545809792863
100;0.001349845493564759;0.0005;0.0015199750791494312
101;0.0013308826060956598;0.0005;0.0016314645009432834
102;0.0014577729758627148;0.0005;0.001500557717835446
103;0.001486210394850008;0.0005;0.0014293994966217062
104;0.0014139733759456238;0.0005;0.0015976656537862834
105;0.0014422076637856662;0.0005;0.001357509865721857
106;0.0014329646900432104;0.0005;0.0013818772038741206
107;0.0013833142023629613;0.0005;0.0013939252464545214
108;0.0014279823766564696;0.0005;0.001455597653561695
109;0.001308798759968241;0.0005;0.0015186838083371351
110;0.001399732424160973;0.0005;0.0014321080221138386
111;0.0014657056549562191;0.0005;0.001407814094405198
