epoch;loss;lr;val_loss
0;0.009940658368322915;0.0002;0.0048555366292103745
1;0.004947956802772135;0.0002;0.0053192333755512
2;0.005352781899194125;0.0002;0.005817840611350469
3;0.006255193110550881;0.0002;0.00580821173901892
4;0.005886560038328017;0.0002;0.005355793233651308
5;0.0046306545102148015;0.0002;0.004861116967566142
6;0.003771279433533569;0.0002;0.004176338424837344
7;0.0028861794274620592;0.0002;0.0035673271895575454
8;0.0022790735472364675;0.0002;0.0031555694306255396
9;0.0019465845713050127;0.0002;0.002876582333390781
10;0.0017212836941509827;0.0002;0.0027170226803718833
11;0.0015658231271963778;0.0002;0.0026257163973985535
12;0.0014518266645382912;0.0002;0.002587257042416075
13;0.0013519699199258572;0.0002;0.002536460884254087
14;0.001292242908972956;0.0002;0.002512629344974729
15;0.0012386609582277558;0.0002;0.0025500870893169617
16;0.0011993744538823805;0.0002;0.0025324804066093
17;0.0011536794185523145;0.0002;0.0024863878246502613
18;0.0010826040502198916;0.0002;0.0025807352207762465
19;0.0010413989429065417;0.0002;0.0025735660776924556
20;0.0010166744920437575;0.0002;0.00257536068436986
21;0.001070120466210796;0.0002;0.0023984989265128124
22;0.0010402034412956695;0.0002;0.002577847270334711
23;0.0010875155694733132;0.0002;0.0023538253537315704
24;0.0010436495938012478;0.0002;0.0023787347715617875
25;0.0011051758946263156;0.0002;0.002302734122746518
26;0.0011093323826196456;0.0002;0.002222428605984367
27;0.0010461327291370877;0.0002;0.002131032920839392
28;0.001011507101779385;0.0002;0.002048618189622754
29;0.0010369564540768476;0.0002;0.0019794981166011316
30;0.0009889856757248927;0.0002;0.001927888672732727
31;0.001141505847002288;0.0002;0.001885663077370158
32;0.0010448456341550225;0.0002;0.0018039714255296117
33;0.0010891107619149611;0.0002;0.0016540875608784104
34;0.0011248925917448725;0.0002;0.001591467209602177
35;0.0012754704145702637;0.0002;0.00148624615807917
36;0.0013909789068192462;0.0002;0.001517520493507618
37;0.0015172217335151772;0.0002;0.0014550821997545427
38;0.00162704201140535;0.0002;0.0014722486269998956
39;0.001701332776638401;0.0002;0.0013698473085241858
40;0.001656084545776574;0.0002;0.0013617450025445908
41;0.0015881566937865847;0.0002;0.0013648211064388636
42;0.0013714460225151635;0.0002;0.0013362587090920317
43;0.0015002810558193665;0.0002;0.0010967107231077864
44;0.0012081729594467694;0.0002;0.0009024720779548675
45;0.0012582872377288191;0.0002;0.0009271414511948188
46;0.0011067426871227061;0.0002;0.000914294668208723
47;0.0010309180998360485;0.0002;0.0009413929407277134
48;0.001014157349423479;0.0002;0.0009365033835241444
49;0.001048047129432673;0.0002;0.0009104715029686552
50;0.0010740645690155233;0.0002;0.0008820898967976311
51;0.0010792867459525745;0.0002;0.0008621042033238072
52;0.0010615140534581795;0.0002;0.0008421201927459068
53;0.0010687305717786786;0.0002;0.00082367700848739
54;0.0010288046448970992;0.0002;0.0008075290048840212
55;0.0010132025988315683;0.0002;0.0007944497352913128
56;0.0009794000224979252;0.0002;0.0007760771275736096
57;0.0009223958208988483;0.0002;0.0007638697888978641
58;0.0008992893447325354;0.0002;0.0007504500033312731
59;0.0008610100572441155;0.0002;0.0007432609026264716
60;0.0008290077490981325;0.0002;0.0007327768637630718
61;0.0007815496851630094;0.0002;0.0007191204539677445
62;0.000743797096828767;0.0002;0.0007049458523728059
63;0.0007049046911462074;0.0002;0.0006939133132122647
64;0.0006762262664743585;0.0002;0.0006827494607932749
65;0.000644794404984575;0.0002;0.0006739049615796168
66;0.0006191564965428076;0.0002;0.0006707698648824589
67;0.0005971833250526639;0.0002;0.0006561121230003085
68;0.0005825935089116456;0.0002;0.0006542092898433276
